customer_id,gender,senior_citizen,partner,dependent,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movie,contract,paperless_bill,payment_method,monthly_charge,total_charge,churn
5294-DMSFH,female,0,yes,yes,29,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,credit-card,87.8,2621.75,no
4837-PZTIC,female,0,no,no,47,no,no-phone-service,DSL,yes,no,yes,yes,no,no,2-year,no,mail-check,41.9,1875.25,no
1625-JAIIY,female,0,yes,yes,68,yes,yes,fiber-optic,no,no,no,no,yes,no,1-year,yes,electronic-check,83.0,5685.8,yes
0603-OLQDC,male,0,no,yes,12,yes,no,DSL,yes,no,no,no,yes,yes,month-to-month,yes,mail-check,69.85,837.5,no
3272-VUHPV,female,0,yes,yes,8,yes,no,DSL,no,yes,no,yes,no,no,month-to-month,no,bank-transfer,56.3,401.5,no
4176-FXYBO,male,0,yes,no,54,yes,yes,fiber-optic,yes,yes,yes,no,yes,yes,month-to-month,no,electronic-check,109.55,6118.95,no
1063-DHQJF,male,0,yes,yes,69,yes,no,fiber-optic,no,yes,no,yes,yes,no,2-year,yes,mail-check,92.15,6480.9,no
8663-UPDGF,female,0,no,no,26,yes,yes,DSL,yes,yes,no,no,yes,no,month-to-month,yes,bank-transfer,69.5,1800.05,no
6719-FGEDO,female,0,yes,no,72,yes,yes,fiber-optic,yes,yes,yes,yes,no,no,2-year,yes,bank-transfer,97.0,7104.2,no
1837-YQUCE,female,0,no,no,70,no,no-phone-service,DSL,yes,no,yes,yes,yes,yes,2-year,yes,bank-transfer,58.35,4214.25,no
2947-DOMLJ,male,0,no,yes,1,yes,no,DSL,yes,no,no,no,no,no,month-to-month,no,mail-check,50.6,50.6,yes
4112-LUEIZ,male,0,no,no,10,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,89.5,863.1,yes
0369-ZGOVK,female,0,yes,yes,28,yes,no,fiber-optic,no,no,no,no,no,no,1-year,yes,bank-transfer,70.4,1992.2,no
4510-HIMLV,male,0,no,no,1,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,69.8,69.8,yes
9919-KNPOO,female,0,yes,no,21,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,94.3,1948.35,no
8749-JMNKX,male,1,yes,no,51,yes,yes,fiber-optic,yes,no,yes,no,yes,no,month-to-month,yes,bank-transfer,93.8,4750.95,yes
7872-BAAZR,female,0,yes,yes,53,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,bank-transfer,19.55,1007.9,no
9391-LMANN,male,0,no,yes,53,yes,no,fiber-optic,yes,yes,yes,no,no,yes,1-year,no,electronic-check,95.95,5036.9,no
2430-USGXP,male,0,yes,no,24,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,101.05,2391.8,yes
8174-TBVCF,female,0,yes,no,70,yes,yes,DSL,yes,yes,yes,yes,yes,yes,2-year,yes,credit-card,94.8,6859.05,no
1698-XFZCI,male,0,no,no,61,yes,yes,fiber-optic,yes,yes,yes,no,yes,yes,1-year,yes,electronic-check,107.75,6521.9,no
1877-HKBQX,female,0,no,no,11,yes,no,DSL,yes,no,no,yes,no,no,1-year,yes,mail-check,54.6,617.85,no
4450-DLLMH,male,0,no,no,2,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,credit-card,71.3,157.75,no
0428-AXXLJ,male,0,no,no,25,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,yes,bank-transfer,19.5,516.3,no
2746-DIJLO,female,0,no,no,41,yes,yes,DSL,no,yes,no,no,no,no,1-year,yes,credit-card,56.3,2364.0,no
5955-ERIHD,male,0,yes,no,18,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,94.7,1687.95,yes
0917-EZOLA,male,1,yes,no,72,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,2-year,yes,bank-transfer,104.15,7689.95,yes
3508-VLHCZ,female,0,yes,yes,71,yes,yes,DSL,yes,yes,yes,yes,yes,yes,2-year,yes,credit-card,90.55,6239.05,no
4086-ATNFV,female,0,yes,yes,34,yes,no,DSL,yes,yes,yes,no,no,no,1-year,yes,mail-check,60.8,2042.05,no
0468-YRPXN,male,0,no,no,29,yes,no,fiber-optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit-card,98.8,2807.1,no
5996-NRVXR,male,1,yes,no,40,yes,no,fiber-optic,yes,yes,yes,yes,yes,no,1-year,yes,credit-card,98.15,4116.8,no
3739-YBWAB,male,0,yes,no,36,no,no-phone-service,DSL,yes,no,yes,no,no,no,1-year,no,mail-check,35.35,1317.95,no
7047-FWEYA,female,0,yes,no,46,yes,yes,fiber-optic,no,yes,no,yes,yes,yes,1-year,yes,electronic-check,103.15,4594.65,no
2000-MPKCA,female,0,no,no,58,yes,yes,fiber-optic,yes,yes,yes,no,yes,yes,1-year,yes,electronic-check,107.75,6332.75,no
9762-YAQAA,male,0,no,no,39,yes,yes,fiber-optic,no,yes,no,no,no,no,1-year,no,credit-card,81.4,3213.75,no
5949-EBSQK,male,0,yes,yes,4,yes,no,DSL,no,no,no,yes,no,yes,month-to-month,no,credit-card,61.45,229.55,yes
5473-KHBPS,female,0,yes,yes,52,yes,yes,fiber-optic,no,yes,yes,no,yes,no,1-year,yes,credit-card,95.7,4976.15,no
0100-DUVFC,male,1,yes,no,70,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,1-year,yes,electronic-check,104.8,7308.95,no
5397-TUPSH,male,1,yes,no,65,yes,no,fiber-optic,no,no,no,no,no,no,1-year,yes,bank-transfer,70.95,4555.2,no
8950-MTZNV,male,0,no,no,1,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,mail-check,44.95,44.95,no
0326-VDYXE,female,0,yes,no,70,yes,yes,fiber-optic,no,no,yes,no,yes,yes,1-year,yes,electronic-check,97.65,6982.5,no
6773-LQTVT,female,1,yes,yes,29,no,no-phone-service,DSL,no,yes,yes,no,no,no,month-to-month,yes,mail-check,35.65,1025.15,no
7274-RTAPZ,male,0,no,no,1,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,90.55,90.55,yes
0436-TWFFZ,female,0,no,no,67,yes,yes,DSL,yes,no,yes,yes,yes,yes,2-year,yes,mail-check,85.25,5714.2,no
8566-YPRGL,female,0,no,no,1,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,mail-check,19.5,19.5,no
0311-UNPFF,female,0,no,no,26,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,bank-transfer,88.8,2274.35,yes
6609-MXJHJ,female,0,yes,yes,30,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,yes,mail-check,25.1,789.55,no
2669-OIDSD,female,0,yes,no,48,yes,no,fiber-optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit-card,100.05,4834.0,no
8400-WZICQ,female,0,yes,yes,55,yes,no,DSL,yes,yes,no,no,no,no,month-to-month,no,electronic-check,55.7,3131.8,no
3834-XUIFC,male,0,no,no,7,yes,yes,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,mail-check,85.2,602.55,yes
9576-SYUHJ,male,0,no,no,37,yes,yes,fiber-optic,yes,no,no,no,yes,no,month-to-month,yes,electronic-check,91.15,3369.25,no
0410-IPFTY,female,0,yes,no,31,yes,no,fiber-optic,no,yes,no,no,no,yes,month-to-month,yes,bank-transfer,83.85,2674.15,no
2831-EBWRN,male,0,no,no,4,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,electronic-check,45.9,199.75,no
9430-NKQLY,male,0,yes,yes,72,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,yes,credit-card,25.1,1790.8,no
8414-MYSHR,male,1,no,no,5,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,91.4,449.75,yes
0247-SLUJI,male,0,yes,yes,1,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mail-check,19.7,19.7,no
9402-ORRAH,female,1,no,no,15,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,91.5,1400.3,no
6483-OATDN,male,0,yes,yes,8,yes,no,DSL,yes,no,no,no,no,no,month-to-month,yes,credit-card,51.3,411.6,no
1293-HHSHJ,female,0,no,no,35,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,mail-check,21.1,741.0,no
4840-ORQXB,female,1,no,no,56,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic-check,104.75,5841.35,no
7599-FKVXZ,male,0,yes,no,42,yes,yes,fiber-optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank-transfer,106.15,4512.7,yes
3982-DQLUS,male,1,yes,yes,65,yes,yes,fiber-optic,yes,yes,no,no,no,no,month-to-month,yes,electronic-check,85.75,5688.45,no
8610-ZIKJJ,female,0,yes,yes,2,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,mail-check,20.3,31.9,no
3756-VNWDH,male,1,yes,no,65,yes,yes,fiber-optic,yes,no,no,no,yes,yes,1-year,yes,electronic-check,100.75,6674.65,no
7801-KICAO,female,0,no,no,18,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,74.15,1345.75,no
7673-LPRNY,female,0,no,no,23,yes,yes,DSL,yes,no,yes,no,yes,yes,1-year,yes,electronic-check,78.55,1843.05,no
8229-TNIQA,female,0,no,no,4,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,mail-check,45.3,196.95,yes
6060-QBMGV,male,0,yes,no,70,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,credit-card,19.85,1433.8,no
7339-POGZN,female,0,no,no,4,yes,yes,DSL,no,no,no,no,no,no,month-to-month,no,electronic-check,50.7,214.55,no
2828-SLQPF,male,0,no,no,19,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,bank-transfer,45.0,865.85,no
4465-VDKIQ,female,0,no,no,18,yes,no,fiber-optic,no,yes,yes,no,no,no,month-to-month,no,electronic-check,77.8,1358.6,no
2921-XWDJH,female,1,yes,no,38,yes,no,fiber-optic,yes,no,no,no,no,yes,month-to-month,yes,electronic-check,83.45,3147.15,no
6221-AVQYL,male,0,no,no,2,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,credit-card,73.25,131.05,yes
2558-BUOZZ,male,0,no,no,47,yes,yes,fiber-optic,yes,yes,no,no,yes,no,1-year,no,bank-transfer,94.8,4535.85,no
9257-AZMTZ,female,0,yes,yes,52,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,bank-transfer,20.1,1078.75,no
0003-MKNFE,male,0,no,no,9,yes,yes,DSL,no,no,no,no,no,yes,month-to-month,no,mail-check,59.9,542.4,no
0975-UYDTX,female,0,yes,no,26,yes,yes,DSL,yes,yes,yes,yes,yes,yes,1-year,yes,credit-card,90.1,2312.55,no
7743-EXURX,male,0,yes,yes,8,yes,no,DSL,no,no,yes,no,no,no,month-to-month,yes,electronic-check,51.05,415.05,yes
4682-BLBUC,male,0,yes,no,44,yes,no,DSL,no,yes,yes,yes,yes,no,1-year,yes,electronic-check,70.95,3250.45,no
0975-VOOVL,female,0,no,no,3,no,no-phone-service,DSL,no,yes,no,no,no,no,month-to-month,no,mail-check,29.2,98.5,no
5968-VXZLG,male,0,no,no,2,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,bank-transfer,46.6,87.9,no
5569-KGJHX,female,0,yes,yes,9,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,bank-transfer,85.35,754.65,yes
4988-IQIGL,male,1,no,no,1,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,75.35,75.35,yes
5201-FRKKS,male,0,no,no,25,yes,no,fiber-optic,yes,no,no,no,no,no,month-to-month,no,bank-transfer,74.3,1952.25,no
9799-CAYJJ,female,1,yes,no,2,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,69.3,153.8,no
7730-IUTDZ,male,0,no,no,43,yes,no,fiber-optic,yes,no,no,no,no,no,month-to-month,yes,electronic-check,75.2,3198.6,yes
0426-TIRNE,female,0,no,no,1,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mail-check,20.9,20.9,yes
5443-SCMKX,female,0,yes,no,58,yes,yes,fiber-optic,no,yes,yes,no,no,yes,1-year,yes,electronic-check,94.3,5610.15,no
8295-KMENE,female,0,yes,yes,59,yes,yes,DSL,yes,no,yes,yes,yes,no,2-year,yes,mail-check,76.45,4519.5,no
6738-ISCBM,male,0,no,no,44,no,no-phone-service,DSL,yes,no,yes,no,yes,yes,1-year,yes,electronic-check,54.0,2440.25,no
9821-BESNZ,male,0,no,no,66,yes,yes,fiber-optic,no,yes,no,yes,yes,yes,1-year,yes,electronic-check,104.25,6860.6,no
3678-MNGZX,male,0,yes,yes,68,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,bank-transfer,19.95,1377.7,no
1335-NTIUC,male,0,no,no,9,no,no-phone-service,DSL,no,no,no,no,no,no,month-to-month,yes,electronic-check,24.95,190.25,no
2916-BQZLN,male,0,no,no,19,yes,yes,fiber-optic,yes,no,yes,no,no,no,month-to-month,yes,electronic-check,84.75,1651.95,no
4558-CGYCZ,male,0,no,no,4,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mail-check,19.75,78.3,no
2368-GAKKQ,female,0,no,no,70,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,2-year,yes,bank-transfer,113.65,7939.25,no
8710-YGLWG,male,0,no,no,1,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,mail-check,44.9,44.9,no
3199-XGZCY,female,0,no,no,8,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,75.25,576.7,no
3785-KTYSH,male,0,no,no,53,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,mail-check,24.6,1279.0,no
6814-ZPWFQ,male,1,no,no,51,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,bank-transfer,25.0,1260.7,no
4063-EIKNQ,male,0,yes,yes,11,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,bank-transfer,20.95,267.35,no
6993-YCOBK,male,0,yes,yes,60,yes,yes,fiber-optic,yes,no,yes,yes,yes,yes,2-year,yes,electronic-check,110.6,6586.85,no
5206-HPJKM,male,0,no,no,17,yes,no,DSL,yes,yes,no,no,no,no,month-to-month,yes,credit-card,55.5,934.15,no
7587-RZNME,male,0,no,no,3,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,electronic-check,43.3,123.65,yes
0748-RDGGM,male,0,yes,no,70,yes,no,fiber-optic,yes,yes,yes,yes,yes,yes,1-year,yes,bank-transfer,109.5,7534.65,yes
8393-JMVMB,male,0,no,no,1,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mail-check,19.45,19.45,no
5019-GQVCR,male,1,no,no,43,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,84.85,3645.6,no
6036-TTFYU,female,0,yes,no,16,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,no,mail-check,19.6,314.45,no
2550-AEVRU,female,0,yes,yes,57,yes,no,DSL,yes,yes,no,no,no,no,1-year,no,electronic-check,53.45,3053.0,no
0969-RGKCU,male,0,yes,yes,37,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,credit-card,19.8,677.05,no
0378-CJKPV,female,0,yes,no,72,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,2-year,no,credit-card,112.1,7965.95,no
4706-AXVKM,female,1,no,no,11,yes,yes,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,credit-card,84.8,906.85,yes
5889-JTMUL,female,1,yes,no,50,yes,yes,fiber-optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic-check,95.05,4888.7,yes
9026-RNUJS,male,1,no,no,5,yes,no,DSL,no,no,yes,no,no,no,month-to-month,no,electronic-check,50.35,237.25,yes
3746-EUBYR,male,0,yes,no,1,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,bank-transfer,74.6,74.6,yes
2332-EFBJY,male,0,no,no,16,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,mail-check,19.7,342.4,yes
2880-FPNAE,male,1,yes,no,2,yes,no,fiber-optic,no,no,yes,no,no,no,month-to-month,yes,electronic-check,74.2,140.1,no
1703-MGIAB,female,0,no,no,17,yes,yes,DSL,no,no,yes,yes,yes,no,month-to-month,yes,mail-check,69.0,1108.0,no
4311-QTTAI,female,0,no,no,16,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,credit-card,19.35,295.55,no
9474-PHLYD,female,0,no,no,15,yes,no,DSL,no,no,yes,no,no,yes,month-to-month,yes,electronic-check,59.45,892.65,yes
4318-RAJVY,female,0,no,no,10,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,yes,mail-check,19.8,198.25,no
2165-VOEGB,female,0,no,yes,46,yes,no,fiber-optic,yes,yes,no,yes,yes,yes,1-year,yes,bank-transfer,105.2,4822.85,yes
3612-YUNGG,male,0,yes,yes,64,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,2-year,yes,credit-card,109.2,6741.15,no
2254-DLXRI,female,0,no,no,1,yes,yes,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,mail-check,79.15,79.15,no
5062-CJJKH,male,0,yes,yes,25,yes,no,DSL,no,yes,yes,no,no,no,1-year,no,mail-check,53.65,1355.45,no
9028-LIHRP,male,0,yes,yes,71,yes,no,fiber-optic,yes,yes,yes,yes,yes,no,2-year,no,credit-card,100.2,7209.0,no
2219-MVUSO,male,0,no,no,8,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,mail-check,45.15,438.4,yes
1053-MXTTK,female,0,yes,yes,72,yes,no,fiber-optic,yes,yes,yes,yes,yes,yes,2-year,yes,bank-transfer,108.65,7726.35,no
1530-ZTDOZ,female,0,yes,no,49,no,no-phone-service,DSL,yes,no,no,no,yes,no,month-to-month,no,bank-transfer,40.65,2070.75,no
1301-LOPVR,male,0,yes,yes,29,no,no-phone-service,DSL,yes,yes,yes,yes,no,yes,1-year,yes,credit-card,55.35,1636.95,no
0853-TWRVK,male,0,yes,no,72,yes,yes,fiber-optic,yes,yes,yes,yes,no,yes,2-year,no,bank-transfer,105.6,7581.5,no
8914-RBTSB,male,0,yes,no,31,yes,yes,fiber-optic,no,yes,yes,no,yes,no,month-to-month,no,electronic-check,93.8,3019.5,yes
6212-ATMLK,female,0,no,no,50,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,95.7,4729.75,no
8200-LGKSR,male,0,yes,no,71,yes,yes,DSL,yes,no,yes,yes,yes,yes,2-year,no,electronic-check,83.2,6126.1,no
1568-BEKZM,male,1,yes,no,70,yes,yes,DSL,yes,yes,yes,yes,yes,yes,2-year,no,credit-card,90.05,6333.4,no
0670-ANMUU,male,0,no,no,71,yes,yes,fiber-optic,yes,no,no,yes,no,yes,1-year,no,credit-card,97.65,6687.85,no
6897-RWMUB,male,0,yes,yes,61,yes,no,DSL,yes,yes,yes,yes,no,no,2-year,yes,bank-transfer,68.05,4158.25,no
0963-ZBDRN,male,0,no,no,32,yes,no,fiber-optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic-check,96.2,3183.4,yes
7594-RQHXR,female,0,no,yes,1,yes,no,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,electronic-check,79.6,79.6,yes
6999-CHVCF,male,0,no,no,68,yes,yes,fiber-optic,yes,yes,yes,no,no,yes,2-year,yes,bank-transfer,102.1,7149.35,no
6134-KWTBV,male,0,no,no,62,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,bank-transfer,23.4,1429.65,no
1077-HUUJM,female,0,no,yes,7,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,71.05,472.65,no
6331-EWIEB,male,0,no,no,20,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,85.25,1734.5,yes
0895-LNKRC,male,0,yes,yes,6,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,mail-check,19.45,113.5,no
2045-BMBTJ,female,1,no,no,33,no,no-phone-service,DSL,yes,yes,yes,no,yes,yes,month-to-month,yes,bank-transfer,59.45,1884.65,no
8417-GSODA,male,0,yes,yes,28,yes,yes,fiber-optic,no,no,no,no,yes,yes,1-year,no,bank-transfer,92.2,2568.15,no
5171-EPLKN,male,0,no,no,27,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,credit-card,19.85,470.0,no
4452-QIIEB,male,0,no,no,7,yes,no,DSL,no,no,no,no,no,no,month-to-month,no,mail-check,43.9,278.4,no
5998-VVEJY,male,0,no,no,26,yes,yes,fiber-optic,no,no,no,yes,no,no,month-to-month,yes,electronic-check,80.5,2088.8,yes
1624-NALOJ,male,1,no,no,5,yes,yes,fiber-optic,no,yes,no,no,no,yes,month-to-month,yes,electronic-check,89.8,502.6,yes
6741-EGCBI,male,1,no,no,30,yes,yes,fiber-optic,yes,no,no,no,no,yes,month-to-month,yes,credit-card,90.5,2595.85,no
7820-ZYGNY,male,0,no,no,63,yes,yes,fiber-optic,no,yes,no,no,no,yes,1-year,no,credit-card,90.45,5825.5,no
4317-VTEOA,male,0,no,no,1,yes,no,DSL,no,yes,no,no,no,no,month-to-month,yes,electronic-check,50.75,50.75,yes
9677-AVKED,female,0,no,yes,53,yes,yes,DSL,no,yes,yes,yes,yes,yes,1-year,yes,electronic-check,84.6,4449.75,no
1670-SVOWZ,female,0,yes,yes,14,yes,no,fiber-optic,no,yes,no,yes,no,yes,month-to-month,yes,credit-card,89.65,1208.35,yes
2227-JRSJX,female,0,no,no,21,yes,no,fiber-optic,no,yes,no,yes,yes,yes,month-to-month,yes,bank-transfer,99.15,1956.4,no
9847-HNVGP,male,0,no,no,17,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,no,mail-check,19.95,310.6,no
6696-YDAYZ,male,0,yes,yes,16,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,2-year,no,mail-check,20.5,290.55,no
8980-WQFWL,female,0,no,no,35,yes,no,DSL,no,no,yes,no,no,yes,month-to-month,yes,electronic-check,62.1,2096.1,no
1730-ZMAME,female,1,no,no,32,yes,no,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,electronic-check,79.5,2665.0,no
6506-EYCNH,female,0,yes,yes,28,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,bank-transfer,19.55,543.8,no
4634-JLRJT,female,0,no,no,1,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,month-to-month,yes,mail-check,20.35,20.35,no
9501-UKKNL,male,0,no,no,59,no,no-phone-service,DSL,no,no,no,yes,yes,yes,month-to-month,yes,electronic-check,51.7,3005.8,no
2560-QTSBS,female,0,yes,yes,72,yes,yes,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,yes,bank-transfer,23.3,1623.15,no
7541-YLXCL,male,0,no,no,36,yes,no,DSL,no,yes,no,yes,no,yes,1-year,yes,mail-check,65.4,2498.4,yes
4795-WRNVT,female,0,no,no,40,yes,no,DSL,yes,yes,no,no,yes,no,month-to-month,no,mail-check,65.1,2586.0,no
6080-TCMYC,male,0,yes,yes,40,yes,yes,fiber-optic,no,no,yes,no,no,no,month-to-month,yes,electronic-check,81.2,3292.3,no
0260-ZDLGK,female,0,no,yes,9,yes,no,DSL,no,no,yes,yes,yes,yes,month-to-month,yes,mail-check,72.9,651.4,yes
7860-UXCRM,male,0,yes,yes,63,yes,no,DSL,yes,yes,yes,yes,yes,no,2-year,no,credit-card,74.5,4674.55,no
6357-JJPQT,female,0,no,no,3,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,80.5,232.35,no
2292-XQWSV,male,0,yes,yes,40,no,no-phone-service,DSL,no,yes,yes,yes,yes,yes,1-year,no,mail-check,60.3,2448.5,no
9552-TGUZV,male,0,yes,no,8,yes,no,fiber-optic,yes,no,no,no,no,no,month-to-month,yes,mail-check,75.0,658.1,no
5913-INRQV,male,1,yes,no,34,yes,no,fiber-optic,yes,no,no,yes,yes,no,1-year,no,mail-check,90.15,3128.8,no
8722-NGNBH,male,0,no,no,5,no,no-phone-service,DSL,yes,no,yes,yes,no,no,month-to-month,no,mail-check,40.0,223.45,yes
6210-KBBPI,male,1,no,no,9,yes,yes,fiber-optic,no,yes,no,no,yes,yes,month-to-month,yes,credit-card,99.45,919.4,yes
9643-YBLUR,male,0,yes,no,9,yes,yes,DSL,no,yes,yes,no,no,yes,month-to-month,yes,credit-card,69.05,653.95,no
8734-FNWVH,male,0,yes,yes,31,yes,yes,DSL,no,no,no,no,no,yes,month-to-month,no,bank-transfer,59.7,1825.5,no
9447-YPTBX,female,0,yes,no,50,yes,no,no,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,no-internet-service,1-year,yes,bank-transfer,19.85,943.1,no
0133-BMFZO,female,0,no,no,2,yes,no,fiber-optic,yes,yes,no,yes,no,no,month-to-month,yes,electronic-check,86.25,181.65,yes
6128-CZOMY,female,0,no,no,1,yes,no,DSL,no,no,no,no,no,no,month-to-month,yes,electronic-check,45.65,45.65,yes
9540-JYROE,male,0,no,no,8,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,mail-check,70.1,551.35,yes
9026-LHEVG,female,0,no,no,9,no,no-phone-service,DSL,no,yes,no,no,no,yes,month-to-month,no,electronic-check,40.75,359.4,no
2260-USTRB,female,1,no,no,2,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,bank-transfer,70.2,115.95,yes
3656-TKRVZ,female,0,no,no,3,yes,no,DSL,yes,yes,no,no,no,no,month-to-month,no,electronic-check,55.35,165.2,yes
7011-CVEUC,male,0,yes,no,25,yes,no,fiber-optic,no,no,no,yes,yes,yes,month-to-month,yes,credit-card,95.7,2338.35,no
6185-TASNN,male,1,no,no,1,yes,no,DSL,no,no,no,no,no,no,month-to-month,no,electronic-check,46.3,46.3,no
7925-PNRGI,female,0,yes,yes,45,yes,yes,DSL,yes,yes,yes,yes,yes,no,month-to-month,no,mail-check,81.3,3541.1,no
